"","quad","year","trackID","Group","Grazing","area.t0","logsize","survives","area.t1"
"49","q21",36,30,"lb1","No",5.492909,1.70345798768403,1,10.11298
"50","q21",37,17,"lb1","No",31.84439,3.46086122835646,1,47.88962
"51","q21",37,1,"lb1","No",91.783875,4.51943662860277,0,54.97715
"52","q21",37,3,"lb1","No",105.0099,4.65405463142719,1,176.5855
"53","q21",37,19,"lb1","No",32.22285,3.47267582821313,1,60.39432
"54","q21",37,21,"lb1","No",23.71523,3.16611745778557,1,62.92215
"55","q21",37,4,"lb1","No",54.343133,3.99531825783858,0,89.60623
"56","q21",37,23,"lb1","No",59.98487,4.09409236375607,1,35.12918
"57","q21",37,8,"lb1","No",44.320023,3.79143656139196,1,88.20892
"58","q21",37,10,"lb1","No",118.19755,4.77235737717681,1,111.89881
"59","q21",37,14,"lb1","No",178.81212,5.186335645677,1,143.04957
"60","q21",37,26,"lb1","No",60.4744,4.10222013499173,1,81.87589
"61","q21",37,36,"lb1","No",59.87901,4.09232602634862,1,69.36146
"62","q21",37,28,"lb1","No",49.65681,3.90513554120644,1,97.33276
"63","q21",37,38,"lb1","No",21.43575,3.06506008894097,1,37.81442
"64","q21",38,17,"lb1","No",47.88962,3.86889877947234,1,25.68276
"65","q21",38,1,"lb1","No",54.97715,4.00691764436187,1,31.19321
"66","q21",38,3,"lb1","No",176.5855,5.17380517834367,1,106.394254
"67","q21",38,31,"lb1","No",17.43394,2.85841888103247,1,8.447179
"68","q21",38,19,"lb1","No",60.39432,4.10089506078366,1,42.044923
"69","q21",38,4,"lb1","No",89.60623,4.4954248488137,1,72.021348
"70","q21",38,21,"lb1","No",62.92215,4.14189824798136,1,35.6472
"71","q21",38,8,"lb1","No",88.20892,4.47970809168592,1,57.640276
"72","q21",38,10,"lb1","No",111.89881,4.71759498076625,1,64.377743
"73","q21",38,26,"lb1","No",81.87589,4.40520456412534,1,35.583803
"74","q21",38,36,"lb1","No",69.36146,4.23933138184706,1,118.8247
"75","q21",38,14,"lb1","No",143.04957,4.96319121354962,1,195.8257
"76","q21",38,38,"lb1","No",37.81442,3.63269051136146,1,30.34125
"77","q21",38,28,"lb1","No",97.33276,4.57813562317186,1,59.07178
"78","q21",39,2,"lb1","No",71.229313,4.26590443313117,1,48.22993
"79","q21",39,1,"lb1","No",31.19321,3.44020044292585,1,33.893829
"80","q21",39,3,"lb1","No",106.394254,4.66715157168989,0,64.73416
"81","q21",39,19,"lb1","No",42.044923,3.73873864191203,1,41.7565
"82","q21",39,4,"lb1","No",72.021348,4.27696257506862,1,59.223283
"83","q21",39,8,"lb1","No",57.640276,4.05422155946129,1,77.756352
"84","q21",39,10,"lb1","No",64.377743,4.16476796778487,1,46.414911
"85","q21",39,36,"lb1","No",118.8247,4.77764929777566,1,63.43249
"86","q21",39,14,"lb1","No",195.8257,5.27722497786711,1,135.680682
"87","q21",39,38,"lb1","No",30.34125,3.41250817280802,1,9.807377
"88","q21",39,28,"lb1","No",59.07178,4.07875331460476,1,16.339585
"89","q21",40,2,"lb1","No",48.22993,3.87597978270102,1,259.04387
"90","q21",40,3,"lb1","No",64.73416,4.17028903744743,0,223.62168
"91","q21",40,1,"lb1","No",33.893829,3.52323296241772,0,130.10971
"92","q21",40,19,"lb1","No",41.7565,3.7318551278014,0,160.62338
"93","q21",40,4,"lb1","No",59.223283,4.0813147584891,0,17.81431
"94","q21",40,8,"lb1","No",77.756352,4.35358024547146,0,268.607
"95","q21",40,10,"lb1","No",46.414911,3.83762076536649,1,260.288089
"96","q21",40,36,"lb1","No",63.43249,4.14997619074793,1,42.37268
"97","q21",40,14,"lb1","No",135.680682,4.91030419856398,1,397.25336
"98","q21",40,28,"lb1","No",16.339585,2.79359069131251,0,134.1588
"99","q21",40,38,"lb1","No",9.807377,2.28313485760055,1,20.872477
"100","q21",41,2,"lb1","No",259.04387,5.55699742959537,1,343.72574
"101","q21",41,3,"lb1","No",223.62168,5.40995569543584,0,173.67446
"102","q21",41,8,"lb1","No",268.607,5.59324934480689,1,501.7499
"103","q21",41,10,"lb1","No",260.288089,5.56178905221364,1,243.618916
"104","q21",41,26,"lb1","No",34.70797,3.54696934357683,1,75.40664
"105","q21",41,36,"lb1","No",42.37268,3.74650381493928,1,120.80064
"106","q21",41,28,"lb1","No",134.1588,4.89902417293112,1,181.0524
"107","q21",41,14,"lb1","No",397.25336,5.98457426353083,0,528.98795
"108","q21",41,38,"lb1","No",20.872477,3.03843140115704,0,96.33452
"109","q21",41,40,"lb1","No",42.60372,3.75194157340647,1,49.98699
"110","q21",42,2,"lb1","No",343.72574,5.83984407194483,1,161.571634
"111","q21",42,8,"lb1","No",501.7499,6.21810178837399,1,653.254621
"112","q21",42,3,"lb1","No",173.67446,5.15718262731832,1,196.863075
"113","q21",42,10,"lb1","No",243.618916,5.49560518470933,1,15.599671
"114","q21",42,14,"lb1","No",528.98795,6.27096565277088,1,993.142284
"115","q21",42,26,"lb1","No",75.40664,4.32289533479701,1,49.53555
"116","q21",42,36,"lb1","No",120.80064,4.79414158349993,1,228.70847
"117","q21",42,28,"lb1","No",181.0524,5.19878649213042,1,11.53381
"118","q21",42,38,"lb1","No",96.33452,4.56782671770755,1,71.1971108
"119","q21",42,40,"lb1","No",49.98699,3.91176277157025,1,113.08
"120","q21",43,2,"lb1","No",161.571634,5.0849485985012,1,228.27739
"121","q21",43,1,"lb1","No",144.47611,4.97311416516446,0,141.113854
"122","q21",43,3,"lb1","No",196.863075,5.2825084363168,1,333.8269
"123","q21",43,8,"lb1","No",653.254621,6.48196697823716,1,510.107101
"124","q21",43,14,"lb1","No",993.142284,6.90087394078963,1,1656.103832
"125","q21",43,36,"lb1","No",228.70847,5.43244813576052,1,15.07302
"126","q21",43,26,"lb1","No",49.53555,3.90269059362367,1,63.630973
"127","q21",43,38,"lb1","No",71.1971108,4.26545223894291,1,111.6019
"128","q21",43,40,"lb1","No",113.08,4.72809553282539,1,48.57309
"129","q21",43,46,"lb1","No",23.15414,3.14217359823671,1,42.2732
"130","q21",43,41,"lb1","No",2.130033,0.756137472559066,1,2.813948
"131","q21",44,2,"lb1","No",228.27739,5.43056151227565,1,98.662487
"132","q21",44,1,"lb1","No",141.113854,4.94956703972278,1,67.880079
"133","q21",44,3,"lb1","No",333.8269,5.81062259515871,1,126.441392
"134","q21",44,8,"lb1","No",510.107101,6.23462070563183,1,330.074677
"135","q21",44,14,"lb1","No",1656.103832,7.4122230334627,1,933.411418
"136","q21",44,26,"lb1","No",63.630973,4.15310034865694,1,83.931009
"137","q21",44,36,"lb1","No",15.07302,2.71290639070338,1,16.287621
"138","q21",44,38,"lb1","No",111.6019,4.71493807489189,1,103.935066
"139","q21",44,40,"lb1","No",48.57309,3.88306967385224,1,24.08868
"140","q21",44,46,"lb1","No",42.2732,3.74415331552216,1,28.71879
"141","q21",45,2,"lb1","No",98.662487,4.59170480327219,1,14.640068
"142","q21",45,1,"lb1","No",67.880079,4.21774260418385,1,46.513799
"143","q21",45,3,"lb1","No",126.441392,4.83977889646113,0,46.258013
"144","q21",45,8,"lb1","No",330.074677,5.79931892279931,0,258.61966
"145","q21",45,26,"lb1","No",83.931009,4.4299951399455,1,141.182069
"146","q21",45,14,"lb1","No",933.411418,6.83884606613856,0,1099.044787
"147","q21",45,40,"lb1","No",24.08868,3.18174202060496,1,35.86997
"148","q21",45,46,"lb1","No",28.71879,3.35755161237327,1,31.41254
"149","q21",45,38,"lb1","No",103.935066,4.64376633875952,0,46.71153
"150","q21",46,1,"lb1","No",46.513799,3.83974902125911,0,11.047137
"151","q21",46,2,"lb1","No",14.640068,2.68376215333112,1,87.844928
"152","q21",46,3,"lb1","No",46.258013,3.83423470300574,0,17.000336
"153","q21",46,8,"lb1","No",258.61966,5.55535848819667,1,226.850592
"154","q21",46,14,"lb1","No",1099.044787,7.00219670607554,0,982.777681
"155","q21",46,26,"lb1","No",141.182069,4.95005032691023,0,89.39491
"156","q21",46,47,"lb1","No",11.49184,2.44163721829127,1,30.71552
"157","q21",46,46,"lb1","No",31.41254,3.44720717624733,1,11.85185
"158","q21",46,38,"lb1","No",46.71153,3.84399102927622,0,13.74843
"159","q21",47,48,"lb1","No",4.514735,1.50734649190169,1,6.370155
"160","q21",47,2,"lb1","No",87.844928,4.47557307819121,1,120.48611
"161","q21",47,1,"lb1","No",11.047137,2.40217129937022,1,17.161711
"162","q21",47,3,"lb1","No",17.000336,2.83323310856678,1,53.68036
"163","q21",47,8,"lb1","No",226.850592,5.42429161576052,1,342.470673
"164","q21",47,26,"lb1","No",89.39491,4.49306374543556,1,44.831372
"165","q21",47,14,"lb1","No",982.777681,6.89038293078395,1,1076.599394
"166","q21",47,47,"lb1","No",30.71552,3.42476806431142,1,30.940526
"167","q21",47,51,"lb1","No",7.873575,2.06351221595689,1,15.98565
"168","q21",47,46,"lb1","No",11.85185,2.47248397353943,1,15.25722
"169","q21",47,38,"lb1","No",13.74843,2.62092463577516,1,45.521656
"170","q21",48,1,"lb1","No",17.161711,2.84268079771395,0,9.325785
"171","q21",48,2,"lb1","No",120.48611,4.7915344765771,0,33.635082
"172","q21",48,3,"lb1","No",53.68036,3.98304719904928,0,4.36575
"173","q21",48,8,"lb1","No",342.470673,5.83618602775877,1,92.642976
"174","q21",48,26,"lb1","No",44.831372,3.80290816220495,0,4.709267
"175","q21",48,14,"lb1","No",1076.599394,6.98156264324355,1,399.8004679
"176","q21",48,51,"lb1","No",15.98565,2.77169144480676,1,3.080441
"177","q21",48,40,"lb1","No",24.58993,3.2023370095384,0,11.18647
"178","q21",48,38,"lb1","No",45.521656,3.81818816876971,1,26.679927
"179","q21",49,2,"lb1","No",33.635082,3.51556962941127,0,42.047961
"180","q21",49,8,"lb1","No",92.642976,4.52875313766104,1,82.368684
"181","q21",49,57,"lb1","No",5.474265,1.70005802011534,1,32.90985
"182","q21",49,14,"lb1","No",399.8004679,5.99096559240078,0,597.5459344
"183","q21",49,40,"lb1","No",11.18647,2.41470501232344,1,48.47786
"184","q21",49,38,"lb1","No",26.679927,3.28391148491175,1,42.432877
"185","q21",50,2,"lb1","No",42.047961,3.7388108953503,1,26.081228
"186","q21",50,8,"lb1","No",82.368684,4.41120531613499,0,144.191157
"187","q21",50,14,"lb1","No",597.5459344,6.39283115850763,0,712.133929
"188","q21",50,57,"lb1","No",32.90985,3.49377200505972,1,36.053086
"189","q21",50,40,"lb1","No",48.47786,3.88110719887258,1,102.060916
"190","q21",50,46,"lb1","No",0.7509404,-0.286428991219438,1,14.29752
"191","q21",50,38,"lb1","No",42.432877,3.74792346271331,1,91.870812
"192","q21",51,8,"lb1","No",144.191157,4.97113989842118,0,107.586111
"193","q21",51,65,"lb1","No",3.844568,1.34666124293934,1,6.257492
"194","q21",51,14,"lb1","No",712.133929,6.568265996251,0,366.94998
"195","q21",51,57,"lb1","No",36.053086,3.58499246339591,0,30.40412
"196","q21",51,40,"lb1","No",102.060916,4.62556985070823,1,21.832068
"197","q21",51,38,"lb1","No",91.870812,4.52038337282056,1,19.597121
"198","q21",51,68,"lb1","No",8.488338,2.13869322144251,1,8.41581
"199","q21",51,46,"lb1","No",14.29752,2.66008609565231,1,39.54023
"200","q21",52,8,"lb1","No",107.586111,4.6782915594705,1,91.65275
"201","q21",52,65,"lb1","No",6.257492,1.83377946585713,1,43.02983
"202","q21",52,57,"lb1","No",30.40412,3.4145781255451,1,33.316793
"203","q21",52,14,"lb1","No",366.94998,5.90522554448773,1,739.102324
"204","q21",52,40,"lb1","No",21.832068,3.08337989809521,1,34.072192
"205","q21",52,38,"lb1","No",19.597121,2.97538266769231,1,47.439178
"206","q21",53,69,"lb1","No",10.56056,2.35712630717509,1,10.391056
"207","q21",53,8,"lb1","No",91.65275,4.5180069792911,0,59.70993
"208","q21",53,14,"lb1","No",739.102324,6.60543637415067,1,789.469465
"209","q21",53,65,"lb1","No",43.02983,3.76189359611066,1,17.981128
"210","q21",53,57,"lb1","No",33.316793,3.50606156416706,0,6.591262
"211","q21",53,38,"lb1","No",47.439178,3.85944842738927,1,103.836766
"212","q21",53,40,"lb1","No",34.072192,3.52848156773065,1,23.930936
"213","q21",54,72,"lb1","No",11.98501,2.4836567022623,1,21.504948
"214","q21",54,73,"lb1","No",3.953539,1.37461112715706,1,9.298742
"215","q21",54,69,"lb1","No",10.391056,2.34094543613517,0,8.463114
"216","q21",54,8,"lb1","No",59.70993,4.08949833822527,1,52.841244
"217","q21",54,65,"lb1","No",17.981128,2.88932276344938,1,2.660161
"218","q21",54,57,"lb1","No",6.591262,1.88574483245637,1,10.012396
"219","q21",54,74,"lb1","No",9.795358,2.28190859998842,1,7.598986
"220","q21",54,75,"lb1","No",5.77669,1.75383085428956,1,3.831547
"221","q21",54,14,"lb1","No",789.469465,6.67136115657029,1,397.642912
"222","q21",54,76,"lb1","No",9.628629,2.26474084807356,1,6.705066
"223","q21",54,40,"lb1","No",23.930936,3.17517201523809,1,20.090554
"224","q21",54,38,"lb1","No",103.836766,4.642820108403,0,42.244403
"225","q21",55,73,"lb1","No",9.298742,2.22987912219235,0,24.06507
"226","q21",55,80,"lb1","No",6.823313,1.92034513102996,1,3.587605
"227","q21",55,8,"lb1","No",52.841244,3.96729202214763,0,12.56303
"228","q21",55,65,"lb1","No",2.660161,0.978386647277754,1,7.460178
"229","q21",55,14,"lb1","No",397.642912,5.98555439652405,1,111.289265
"230","q21",55,38,"lb1","No",42.244403,3.74347187165503,0,5.938081
"231","q21",56,81,"lb1","No",5.967786,1.7863760043497,1,16.81652
"232","q21",56,65,"lb1","No",7.460178,2.00957927452082,0,50.04633
"233","q21",56,38,"lb1","No",5.938081,1.78138601720508,1,65.06422
"234","q21",56,14,"lb1","No",111.289265,4.71213280259656,1,380.113927
"235","q21",57,72,"lb1","No",74.60106,4.31215471622405,1,20.703162
"236","q21",57,65,"lb1","No",50.04633,3.91294917639937,1,13.248971
"237","q21",57,38,"lb1","No",65.06422,4.17537478214488,1,37.164388
"238","q21",57,14,"lb1","No",380.113927,5.94047101568176,1,344.65903
"239","q21",58,72,"lb1","No",20.703162,3.03028644222886,0,127.32569
"240","q21",58,85,"lb1","No",7.912813,2.06848334434984,1,13.90921
"241","q21",58,14,"lb1","No",344.65903,5.84255560948169,0,596.915503
"242","q21",58,91,"lb1","No",1.582103,0.458754974684976,1,13.27257
"243","q21",59,72,"lb1","No",127.32569,4.84674829195881,1,10.1445433
"244","q21",59,82,"lb1","No",8.677421,2.16072436470775,1,4.95906
"245","q21",59,65,"lb1","No",17.27369,2.84918453465098,1,13.20159
"246","q21",59,14,"lb1","No",596.915503,6.39177556736203,1,106.7733871
"247","q21",60,96,"lb1","No",9.388341,2.2394686002946,1,10.34255
"248","q21",60,65,"lb1","No",13.20159,2.58033727688371,1,28.18741
"249","q21",60,38,"lb1","No",12.846287,2.55305482017096,1,2.948966
"250","q21",60,14,"lb1","No",106.7733871,4.67070871101756,1,388.783015
"251","q21",61,96,"lb1","No",10.34255,2.33626645376282,1,60.83918
"252","q21",61,98,"lb1","No",7.525251,2.01826416556039,1,9.956513
"253","q21",61,14,"lb1","No",388.783015,5.96302138593245,1,394.412197
"254","q21",61,99,"lb1","No",10.50438,2.35179231304073,1,23.41504
"255","q21",61,65,"lb1","No",28.18741,3.33887542435314,1,14.72588
"256","q21",61,100,"lb1","No",31.45004,3.44840025500574,1,96.66778
"257","q21",61,93,"lb1","No",32.28302,3.47454139540728,1,88.66746
"258","q21",62,72,"lb1","No",36.78381,3.60505780271823,1,1.826933
"259","q21",62,102,"lb1","No",26.89371,3.29189243026925,1,19.09818
"260","q21",62,98,"lb1","No",9.956513,2.29822690989545,1,0.732825
"261","q21",62,99,"lb1","No",23.41504,3.15337855094069,1,2.7469119
"262","q21",62,14,"lb1","No",394.412197,5.97739654770669,1,37.1905943
"263","q21",62,100,"lb1","No",96.66778,4.57128015148747,1,4.5535978
"264","q21",62,105,"lb1","No",11.22682,2.41830555856999,1,5.120374
"265","q21",62,93,"lb1","No",88.66746,4.48489296744198,0,0.7328274
"266","q21",63,98,"lb1","No",0.732825,-0.310848350483621,1,26.796275
"267","q21",63,111,"lb1","No",0.7328251,-0.310848214025403,1,0.668008
"268","q21",63,112,"lb1","No",2.873263,1.05544831774967,1,0.6680017
"269","q21",63,99,"lb1","No",2.7469119,1.01047733524828,0,0.6680024
"270","q21",63,100,"lb1","No",4.5535978,1.51591764577906,1,0.6504667
"271","q21",63,105,"lb1","No",5.120374,1.63322748325862,1,1.3359915
"272","q21",63,14,"lb1","No",37.1905943,3.61605588791148,1,47.0497831
"273","q21",63,93,"lb1","No",0.7328274,-0.310845075491542,1,3.3400037
"274","q21",64,114,"lb1","No",0.6680023,-0.403463662337646,1,11.72803
"275","q21",64,115,"lb1","No",0.6679959,-0.403473243188878,1,14.54283
"276","q21",64,98,"lb1","No",26.796275,3.28826288531914,0,11.000327
"277","q21",64,103,"lb1","No",1.3360076,0.289685763721028,0,44.68987
"278","q21",64,120,"lb1","No",4.176331,1.42943310989134,1,37.97067
"279","q21",64,111,"lb1","No",0.668008,-0.403455129469299,1,24.70635
"280","q21",64,99,"lb1","No",0.6680024,-0.403463512637574,1,24.9362
"281","q21",64,14,"lb1","No",47.0497831,3.85120625603139,0,316.194584
"282","q21",64,105,"lb1","No",1.3359915,0.289673712818766,0,24.24788
"283","q21",64,121,"lb1","No",0.6680052,-0.403459321044652,1,23.90622
"284","q21",64,93,"lb1","No",3.3400037,1.20597191477243,0,91.803581
"285","q21",65,126,"lb1","No",50.26221,3.91725350249772,1,28.684037
"286","q21",65,114,"lb1","No",11.72803,2.46198170312192,1,19.56413
"287","q21",65,120,"lb1","No",37.97067,3.63681401959764,1,11.356995
"288","q21",65,135,"lb1","No",4.642394,1.53523018145848,1,7.430133
"289","q21",65,99,"lb1","No",24.9362,3.21632056296543,1,33.27345
"290","q21",65,105,"lb1","No",24.24788,3.18832919088149,1,9.806741
"291","q21",65,93,"lb1","No",91.803581,4.51965130558022,1,55.17602
"292","q21",65,14,"lb1","No",316.194584,5.75635779622893,1,77.6155428
"293","q21",65,121,"lb1","No",23.90622,3.17413867612406,1,11.8730801
"294","q21",66,135,"lb1","No",7.430133,2.00554375897323,1,30.96656
"295","q21",66,99,"lb1","No",33.27345,3.50475978167857,1,25.52727
"296","q21",66,14,"lb1","No",77.6155428,4.35176770094748,1,220.31189
"297","q21",66,93,"lb1","No",55.17602,4.01052843860536,1,43.60694
"298","q21",67,14,"lb1","No",220.31189,5.39504422420843,1,223.03942
"299","q21",67,93,"lb1","No",43.60694,3.77521631200003,1,23.409762
"300","q22",34,5,"lb1","No",3.946526,1.37283569826067,1,11.50834
"301","q22",34,13,"lb1","No",10.51699,2.35299204469594,1,16.53312
"302","q22",35,5,"lb1","No",11.50834,2.44307198991745,1,20.496053
"303","q22",35,13,"lb1","No",16.53312,2.80536564175372,1,15.148235
"304","q22",36,3,"lb1","No",15.2701108,2.72589737526185,1,32.34101
"305","q22",36,2,"lb1","No",8.623419,2.1544816417673,1,29.0569
"306","q22",36,5,"lb1","No",20.496053,3.02023233102145,1,63.30908
"307","q22",36,17,"lb1","No",6.847844,1.92393385820613,1,23.20307
"308","q22",36,8,"lb1","No",2.7693096,1.01859804725607,0,24.217787
"309","q22",36,11,"lb1","No",29.0069981,3.36753711466809,1,24.60773
"310","q22",36,21,"lb1","No",3.27616,1.18667200484703,1,49.0192
"311","q22",36,12,"lb1","No",17.624466,2.869288050367,0,79.60877
"312","q22",36,15,"lb1","No",18.876619,2.93792406629107,1,37.00138
"313","q22",36,13,"lb1","No",15.148235,2.71788402351837,0,73.16093
"314","q22",37,3,"lb1","No",32.34101,3.47633608433538,1,81.25768
"315","q22",37,2,"lb1","No",29.0569,3.36925597660878,1,68.81792
"316","q22",37,5,"lb1","No",63.30908,4.14802876278089,1,80.60204
"317","q22",37,17,"lb1","No",23.20307,3.14428459750395,1,33.00689
"318","q22",37,21,"lb1","No",49.0192,3.89221205809735,1,58.4663
"319","q22",37,12,"lb1","No",79.60877,4.37712426266082,0,187.4967
"320","q22",37,13,"lb1","No",73.16093,4.29266153530628,0,171.9008
"321","q22",38,3,"lb1","No",81.25768,4.39762533981975,1,82.991334
"322","q22",38,5,"lb1","No",80.60204,4.38952395936598,1,117.34233
"323","q22",38,2,"lb1","No",68.81792,4.23146417614043,1,96.427259
"324","q22",38,22,"lb1","No",28.62697,3.35434928046705,1,38.24824
"325","q22",38,17,"lb1","No",33.00689,3.49671632755211,1,42.151356
"326","q22",38,12,"lb1","No",187.4967,5.23376124525558,1,310.31375
"327","q22",38,21,"lb1","No",58.4663,4.0684505198706,1,43.00908
"328","q22",38,13,"lb1","No",171.9008,5.1469175662465,1,222.09173
"329","q22",39,3,"lb1","No",82.991334,4.41873619270698,0,40.29361
"330","q22",39,5,"lb1","No",117.34233,4.76509556012689,1,106.06537
"331","q22",39,2,"lb1","No",96.427259,4.56878893135422,0,136.36743
"332","q22",39,22,"lb1","No",38.24824,3.64409754614202,1,9.851011
"333","q22",39,17,"lb1","No",42.151356,3.7412668547489,1,28.669477
"334","q22",39,12,"lb1","No",310.31375,5.73758388242876,1,148.32629
"335","q22",39,21,"lb1","No",43.00908,3.76141125619254,1,60.391657
"336","q22",39,13,"lb1","No",222.09173,5.40309049472761,1,152.30054
"337","q22",39,15,"lb1","No",27.4315835,3.3116950320474,1,31.363191
"338","q22",40,3,"lb1","No",40.29361,3.6961928955865,1,135.64454
"339","q22",40,2,"lb1","No",136.36743,4.91535293390496,0,178.5552
"340","q22",40,5,"lb1","No",106.06537,4.66405560214514,1,178.65272
"341","q22",40,17,"lb1","No",28.669477,3.35583303766401,1,265.2303
"342","q22",40,12,"lb1","No",148.32629,4.9994145092247,0,470.65862
"343","q22",40,21,"lb1","No",60.391657,4.10085096626099,0,61.10832
"344","q22",40,13,"lb1","No",152.30054,5.02585580552845,1,246.96768
"345","q22",40,15,"lb1","No",31.363191,3.44563494413217,1,66.39933
"346","q22",41,3,"lb1","No",135.64454,4.91003778764982,1,142.69019
"347","q22",41,17,"lb1","No",265.2303,5.58059850517895,1,594.1413
"348","q22",41,2,"lb1","No",178.5552,5.1848977971112,1,260.0757
"349","q22",41,12,"lb1","No",470.65862,6.15413303292165,1,470.5509
"350","q22",41,21,"lb1","No",61.10832,4.11264802711999,0,4.6143129
"351","q22",41,23,"lb1","No",0.6873925,-0.374849825303842,1,0.6935915
"352","q22",41,15,"lb1","No",66.39933,4.19568696607003,1,122.73204
"353","q22",41,13,"lb1","No",246.96768,5.50925747786391,0,374.7414
"354","q22",41,25,"lb1","No",0.6873847,-0.374861172597062,1,13.04764
"355","q22",41,26,"lb1","No",57.95473,4.05966218854287,1,104.759629
"356","q22",42,3,"lb1","No",142.69019,4.96067577649952,0,127.420587
"357","q22",42,2,"lb1","No",260.0757,5.56097274248463,1,193.815671
"358","q22",42,17,"lb1","No",594.1413,6.38711716986185,1,394.983813
"359","q22",42,12,"lb1","No",470.5509,6.15390413595837,1,546.126712
"360","q22",42,13,"lb1","No",374.7414,5.92623618808696,1,363.001239
"361","q22",42,21,"lb1","No",4.6143129,1.52916297279681,1,10.975698
"362","q22",42,15,"lb1","No",122.73204,4.81000344232412,1,110.3516728
"363","q22",42,26,"lb1","No",104.759629,4.65166847820521,1,37.49599
"364","q22",42,25,"lb1","No",13.04764,2.56860727450277,1,5.767374
"365","q22",43,31,"lb1","No",12.72912,2.54389228213587,1,5.771421
"366","q22",43,17,"lb1","No",394.983813,5.97884478431459,1,757.2776
"367","q22",43,12,"lb1","No",546.126712,6.30285102208015,1,1649.534
"368","q22",43,13,"lb1","No",363.001239,5.89440624748217,1,460.5436
"369","q22",43,26,"lb1","No",37.49599,3.62423399392526,1,210.7026
"370","q22",44,12,"lb1","No",1649.534,7.40824810276296,1,923.520805
"371","q22",44,17,"lb1","No",757.2776,6.62972989691565,1,342.550051
"372","q22",44,13,"lb1","No",460.5436,6.1324075309095,1,264.97367
"373","q22",44,26,"lb1","No",210.7026,5.35044766055366,1,70.556075
"374","q22",45,17,"lb1","No",342.550051,5.83641778133227,0,185.24251
