"","quad","year","trackID","Group","Grazing","area.t0","logsize","survives","area.t1"
"54","q21",36,3,"lb1","No",30.333686,3.41225884415478,1,105.0099
"55","q21",36,3,NA,NA,NA,NA,0,NA
"56","q21",36,3,NA,NA,NA,NA,0,NA
"57","q21",36,19,"lb1","No",20.75421,3.03274911766326,1,32.22285
"58","q21",36,3,NA,NA,NA,NA,0,NA
"59","q21",36,20,NA,NA,NA,NA,0,NA
"60","q21",36,4,NA,NA,NA,NA,0,NA
"61","q21",36,20,NA,NA,NA,NA,0,NA
"62","q21",36,32,NA,NA,NA,NA,0,NA
"63","q21",36,4,"lb1","No",34.521242,3.54157484471052,1,54.343133
"64","q21",36,20,NA,NA,NA,NA,0,NA
"65","q21",36,20,NA,NA,NA,NA,0,NA
"66","q21",36,21,"lb1","No",4.208573,1.43712363536675,1,23.71523
"67","q21",36,5,NA,NA,NA,NA,0,NA
"68","q21",36,7,NA,NA,NA,NA,0,NA
"69","q21",36,33,NA,NA,NA,NA,0,NA
"70","q21",36,8,"lb1","No",21.22274,3.05507324831855,1,44.320023
"71","q21",36,23,"lb1","No",5.714893,1.74307557441184,1,59.98487
"72","q21",36,23,NA,NA,NA,NA,0,NA
"73","q21",36,11,NA,NA,NA,NA,0,NA
"74","q21",36,10,"lb1","No",24.03011,3.17930762734922,1,118.19755
"75","q21",36,12,NA,NA,NA,NA,0,NA
"76","q21",36,12,NA,NA,NA,NA,0,NA
"77","q21",36,11,NA,NA,NA,NA,0,NA
"78","q21",36,34,NA,NA,NA,NA,0,NA
"79","q21",36,26,"lb1","No",16.45917,2.80088276870414,1,60.4744
"80","q21",36,14,NA,NA,NA,NA,1,NA
"81","q21",36,11,NA,NA,NA,NA,0,NA
"82","q21",36,11,NA,NA,NA,NA,0,NA
"83","q21",36,14,"lb1","No",33.48819,3.5111928393617,1,178.81212
"84","q21",36,14,NA,NA,NA,NA,0,NA
"85","q21",36,35,NA,NA,NA,NA,0,NA
"86","q21",36,14,NA,NA,NA,NA,0,NA
"87","q21",36,36,"lb1","No",13.4757,2.60088806349776,1,59.87901
"88","q21",36,37,NA,NA,NA,NA,0,NA
"89","q21",36,16,"lb1","No",10.798627,2.37941899641889,1,34.46879
"90","q21",36,16,NA,NA,NA,NA,0,NA
"91","q21",36,28,NA,NA,NA,NA,0,NA
"92","q21",36,28,"lb1","No",11.888969,2.47561099542074,1,49.65681
"93","q21",36,29,NA,NA,NA,NA,0,NA
"94","q21",36,38,"lb1","No",4.465223,1.49631915709026,1,21.43575
"95","q21",36,30,"lb1","No",5.492909,1.70345798768403,1,10.11298
"96","q21",37,17,"lb1","No",31.84439,3.46086122835646,1,47.88962
"97","q21",37,1,"lb1","No",91.783875,4.51943662860277,0,54.97715
"98","q21",37,2,NA,NA,NA,NA,1,NA
"99","q21",37,2,NA,NA,NA,NA,1,NA
"100","q21",37,1,NA,NA,NA,NA,0,NA
"101","q21",37,1,NA,NA,NA,NA,1,NA
"102","q21",37,2,NA,NA,NA,NA,0,NA
"103","q21",37,1,NA,NA,NA,NA,1,NA
"104","q21",37,3,"lb1","No",105.0099,4.65405463142719,1,176.5855
"105","q21",37,19,"lb1","No",32.22285,3.47267582821313,1,60.39432
"106","q21",37,4,NA,NA,NA,NA,1,NA
"107","q21",37,4,NA,NA,NA,NA,0,NA
"108","q21",37,21,"lb1","No",23.71523,3.16611745778557,1,62.92215
"109","q21",37,4,NA,NA,NA,NA,0,NA
"110","q21",37,4,"lb1","No",54.343133,3.99531825783858,0,89.60623
"111","q21",37,23,"lb1","No",59.98487,4.09409236375607,1,35.12918
"112","q21",37,8,"lb1","No",44.320023,3.79143656139196,1,88.20892
"113","q21",37,8,NA,NA,NA,NA,0,NA
"114","q21",37,10,NA,NA,NA,NA,1,NA
"115","q21",37,8,NA,NA,NA,NA,0,NA
"116","q21",37,26,NA,NA,NA,NA,1,NA
"117","q21",37,10,"lb1","No",118.19755,4.77235737717681,1,111.89881
"118","q21",37,14,"lb1","No",178.81212,5.186335645677,1,143.04957
"119","q21",37,14,NA,NA,NA,NA,0,NA
"120","q21",37,10,NA,NA,NA,NA,1,NA
"121","q21",37,26,"lb1","No",60.4744,4.10222013499173,1,81.87589
"122","q21",37,36,"lb1","No",59.87901,4.09232602634862,1,69.36146
"123","q21",37,16,NA,NA,NA,NA,1,NA
"124","q21",37,28,"lb1","No",49.65681,3.90513554120644,1,97.33276
"125","q21",37,16,NA,NA,NA,NA,0,NA
"126","q21",37,38,"lb1","No",21.43575,3.06506008894097,1,37.81442
"127","q21",37,30,NA,NA,NA,NA,0,NA
"128","q21",38,17,"lb1","No",47.88962,3.86889877947234,1,25.68276
"129","q21",38,1,"lb1","No",54.97715,4.00691764436187,1,31.19321
"130","q21",38,3,"lb1","No",176.5855,5.17380517834367,1,106.394254
"131","q21",38,1,NA,NA,NA,NA,0,NA
"132","q21",38,1,NA,NA,NA,NA,1,NA
"133","q21",38,19,NA,NA,NA,NA,1,NA
"134","q21",38,31,"lb1","No",17.43394,2.85841888103247,1,8.447179
"135","q21",38,19,"lb1","No",60.39432,4.10089506078366,1,42.044923
"136","q21",38,4,"lb1","No",89.60623,4.4954248488137,1,72.021348
"137","q21",38,21,"lb1","No",62.92215,4.14189824798136,1,35.6472
"138","q21",38,8,"lb1","No",88.20892,4.47970809168592,1,57.640276
"139","q21",38,23,NA,NA,NA,NA,0,NA
"140","q21",38,26,NA,NA,NA,NA,1,NA
"141","q21",38,10,"lb1","No",111.89881,4.71759498076625,1,64.377743
"142","q21",38,10,NA,NA,NA,NA,1,NA
"143","q21",38,26,"lb1","No",81.87589,4.40520456412534,1,35.583803
"144","q21",38,10,NA,NA,NA,NA,1,NA
"145","q21",38,14,NA,NA,NA,NA,1,NA
"146","q21",38,36,"lb1","No",69.36146,4.23933138184706,1,118.8247
"147","q21",38,14,"lb1","No",143.04957,4.96319121354962,1,195.8257
"148","q21",38,28,NA,NA,NA,NA,1,NA
"149","q21",38,28,NA,NA,NA,NA,1,NA
"150","q21",38,38,"lb1","No",37.81442,3.63269051136146,1,30.34125
"151","q21",38,28,"lb1","No",97.33276,4.57813562317186,1,59.07178
"152","q21",39,17,NA,NA,NA,NA,0,NA
"153","q21",39,2,"lb1","No",71.229313,4.26590443313117,1,48.22993
"154","q21",39,1,"lb1","No",31.19321,3.44020044292585,1,33.893829
"155","q21",39,3,"lb1","No",106.394254,4.66715157168989,0,64.73416
"156","q21",39,2,NA,NA,NA,NA,0,NA
"157","q21",39,2,NA,NA,NA,NA,1,NA
"158","q21",39,3,NA,NA,NA,NA,0,NA
"159","q21",39,1,NA,NA,NA,NA,0,NA
"160","q21",39,1,NA,NA,NA,NA,0,NA
"161","q21",39,3,NA,NA,NA,NA,0,NA
"162","q21",39,1,NA,NA,NA,NA,1,NA
"163","q21",39,3,NA,NA,NA,NA,1,NA
"164","q21",39,2,NA,NA,NA,NA,0,NA
"165","q21",39,19,NA,NA,NA,NA,1,NA
"166","q21",39,31,NA,NA,NA,NA,0,NA
"167","q21",39,1,NA,NA,NA,NA,0,NA
"168","q21",39,3,NA,NA,NA,NA,0,NA
"169","q21",39,3,NA,NA,NA,NA,1,NA
"170","q21",39,1,NA,NA,NA,NA,0,NA
"171","q21",39,19,"lb1","No",42.044923,3.73873864191203,1,41.7565
"172","q21",39,31,NA,NA,NA,NA,0,NA
"173","q21",39,3,NA,NA,NA,NA,0,NA
"174","q21",39,19,NA,NA,NA,NA,1,NA
"175","q21",39,4,NA,NA,NA,NA,0,NA
"176","q21",39,4,"lb1","No",72.021348,4.27696257506862,1,59.223283
"177","q21",39,21,NA,NA,NA,NA,0,NA
"178","q21",39,4,NA,NA,NA,NA,0,NA
"179","q21",39,23,NA,NA,NA,NA,0,NA
"180","q21",39,4,NA,NA,NA,NA,0,NA
"181","q21",39,8,"lb1","No",57.640276,4.05422155946129,1,77.756352
"182","q21",39,10,NA,NA,NA,NA,0,NA
"183","q21",39,10,NA,NA,NA,NA,1,NA
"184","q21",39,8,NA,NA,NA,NA,0,NA
"185","q21",39,26,NA,NA,NA,NA,0,NA
"186","q21",39,10,NA,NA,NA,NA,0,NA
"187","q21",39,10,NA,NA,NA,NA,1,NA
"188","q21",39,26,NA,NA,NA,NA,1,NA
"189","q21",39,10,"lb1","No",64.377743,4.16476796778487,1,46.414911
"190","q21",39,26,NA,NA,NA,NA,0,NA
"191","q21",39,10,NA,NA,NA,NA,1,NA
"192","q21",39,26,NA,NA,NA,NA,0,NA
"193","q21",39,14,NA,NA,NA,NA,1,NA
"194","q21",39,36,"lb1","No",118.8247,4.77764929777566,1,63.43249
"195","q21",39,10,NA,NA,NA,NA,0,NA
"196","q21",39,10,NA,NA,NA,NA,0,NA
"197","q21",39,14,"lb1","No",195.8257,5.27722497786711,1,135.680682
"198","q21",39,28,NA,NA,NA,NA,1,NA
"199","q21",39,16,NA,NA,NA,NA,0,NA
"200","q21",39,38,NA,NA,NA,NA,0,NA
"201","q21",39,28,NA,NA,NA,NA,1,NA
"202","q21",39,38,"lb1","No",30.34125,3.41250817280802,1,9.807377
"203","q21",39,28,"lb1","No",59.07178,4.07875331460476,1,16.339585
"204","q21",40,2,"lb1","No",48.22993,3.87597978270102,1,259.04387
"205","q21",40,2,NA,NA,NA,NA,0,NA
"206","q21",40,2,NA,NA,NA,NA,0,NA
"207","q21",40,3,"lb1","No",64.73416,4.17028903744743,0,223.62168
"208","q21",40,1,"lb1","No",33.893829,3.52323296241772,0,130.10971
"209","q21",40,2,NA,NA,NA,NA,0,NA
"210","q21",40,19,NA,NA,NA,NA,1,NA
"211","q21",40,1,NA,NA,NA,NA,0,NA
"212","q21",40,2,NA,NA,NA,NA,1,NA
"213","q21",40,1,NA,NA,NA,NA,1,NA
"214","q21",40,3,NA,NA,NA,NA,1,NA
"215","q21",40,19,NA,NA,NA,NA,0,NA
"216","q21",40,3,NA,NA,NA,NA,0,NA
"217","q21",40,4,NA,NA,NA,NA,0,NA
"218","q21",40,19,NA,NA,NA,NA,0,NA
"219","q21",40,19,"lb1","No",41.7565,3.7318551278014,0,160.62338
"220","q21",40,3,NA,NA,NA,NA,1,NA
"221","q21",40,4,NA,NA,NA,NA,1,NA
"222","q21",40,3,NA,NA,NA,NA,1,NA
"223","q21",40,8,NA,NA,NA,NA,1,NA
"224","q21",40,4,"lb1","No",59.223283,4.0813147584891,0,17.81431
"225","q21",40,8,"lb1","No",77.756352,4.35358024547146,0,268.607
"226","q21",40,10,NA,NA,NA,NA,1,NA
"227","q21",40,10,NA,NA,NA,NA,0,NA
"228","q21",40,10,NA,NA,NA,NA,0,NA
"229","q21",40,10,NA,NA,NA,NA,1,NA
"230","q21",40,14,NA,NA,NA,NA,1,NA
"231","q21",40,10,"lb1","No",46.414911,3.83762076536649,1,260.288089
"232","q21",40,14,NA,NA,NA,NA,0,NA
"233","q21",40,10,NA,NA,NA,NA,1,NA
"234","q21",40,14,NA,NA,NA,NA,1,NA
"235","q21",40,14,NA,NA,NA,NA,1,NA
"236","q21",40,36,"lb1","No",63.43249,4.14997619074793,1,42.37268
"237","q21",40,36,NA,NA,NA,NA,0,NA
"238","q21",40,14,NA,NA,NA,NA,0,NA
"239","q21",40,14,NA,NA,NA,NA,0,NA
"240","q21",40,28,NA,NA,NA,NA,0,NA
"241","q21",40,28,NA,NA,NA,NA,1,NA
"242","q21",40,14,"lb1","No",135.680682,4.91030419856398,1,397.25336
"243","q21",40,28,"lb1","No",16.339585,2.79359069131251,0,134.1588
"244","q21",40,38,"lb1","No",9.807377,2.28313485760055,1,20.872477
"245","q21",41,2,"lb1","No",259.04387,5.55699742959537,1,343.72574
"246","q21",41,1,NA,NA,NA,NA,0,NA
"247","q21",41,19,NA,NA,NA,NA,0,NA
"248","q21",41,1,NA,NA,NA,NA,1,NA
"249","q21",41,19,NA,NA,NA,NA,0,NA
"250","q21",41,19,NA,NA,NA,NA,0,NA
"251","q21",41,3,"lb1","No",223.62168,5.40995569543584,0,173.67446
"252","q21",41,2,NA,NA,NA,NA,0,NA
"253","q21",41,3,NA,NA,NA,NA,1,NA
"254","q21",41,4,NA,NA,NA,NA,0,NA
"255","q21",41,3,NA,NA,NA,NA,1,NA
"256","q21",41,3,NA,NA,NA,NA,0,NA
"257","q21",41,8,"lb1","No",268.607,5.59324934480689,1,501.7499
"258","q21",41,3,NA,NA,NA,NA,0,NA
"259","q21",41,10,NA,NA,NA,NA,0,NA
"260","q21",41,39,NA,NA,NA,NA,0,NA
"261","q21",41,10,NA,NA,NA,NA,0,NA
"262","q21",41,8,NA,NA,NA,NA,0,NA
"263","q21",41,10,NA,NA,NA,NA,0,NA
"264","q21",41,10,"lb1","No",260.288089,5.56178905221364,1,243.618916
"265","q21",41,10,NA,NA,NA,NA,1,NA
"266","q21",41,14,NA,NA,NA,NA,0,NA
"267","q21",41,26,"lb1","No",34.70797,3.54696934357683,1,75.40664
"268","q21",41,10,NA,NA,NA,NA,0,NA
"269","q21",41,14,NA,NA,NA,NA,1,NA
"270","q21",41,14,NA,NA,NA,NA,1,NA
"271","q21",41,36,NA,NA,NA,NA,0,NA
"272","q21",41,36,"lb1","No",42.37268,3.74650381493928,1,120.80064
"273","q21",41,28,"lb1","No",134.1588,4.89902417293112,1,181.0524
"274","q21",41,14,"lb1","No",397.25336,5.98457426353083,0,528.98795
"275","q21",41,38,"lb1","No",20.872477,3.03843140115704,0,96.33452
"276","q21",41,38,NA,NA,NA,NA,1,NA
"277","q21",41,40,"lb1","No",42.60372,3.75194157340647,1,49.98699
"278","q21",41,41,NA,NA,NA,NA,1,NA
"279","q21",42,2,"lb1","No",343.72574,5.83984407194483,1,161.571634
"280","q21",42,8,"lb1","No",501.7499,6.21810178837399,1,653.254621
"281","q21",42,2,NA,NA,NA,NA,1,NA
"282","q21",42,3,"lb1","No",173.67446,5.15718262731832,1,196.863075
"283","q21",42,3,NA,NA,NA,NA,1,NA
"284","q21",42,10,"lb1","No",243.618916,5.49560518470933,1,15.599671
"285","q21",42,26,NA,NA,NA,NA,0,NA
"286","q21",42,10,NA,NA,NA,NA,1,NA
"287","q21",42,14,"lb1","No",528.98795,6.27096565277088,1,993.142284
"288","q21",42,26,"lb1","No",75.40664,4.32289533479701,1,49.53555
"289","q21",42,36,"lb1","No",120.80064,4.79414158349993,1,228.70847
"290","q21",42,36,NA,NA,NA,NA,0,NA
"291","q21",42,14,NA,NA,NA,NA,0,NA
"292","q21",42,28,"lb1","No",181.0524,5.19878649213042,1,11.53381
"293","q21",42,38,"lb1","No",96.33452,4.56782671770755,1,71.1971108
"294","q21",42,38,NA,NA,NA,NA,1,NA
"295","q21",42,40,"lb1","No",49.98699,3.91176277157025,1,113.08
"296","q21",43,2,"lb1","No",161.571634,5.0849485985012,1,228.27739
"297","q21",43,1,"lb1","No",144.47611,4.97311416516446,0,141.113854
"298","q21",43,2,NA,NA,NA,NA,1,NA
"299","q21",43,1,NA,NA,NA,NA,1,NA
"300","q21",43,8,NA,NA,NA,NA,1,NA
"301","q21",43,8,NA,NA,NA,NA,1,NA
"302","q21",43,3,"lb1","No",196.863075,5.2825084363168,1,333.8269
"303","q21",43,2,NA,NA,NA,NA,0,NA
"304","q21",43,42,NA,NA,NA,NA,0,NA
"305","q21",43,8,NA,NA,NA,NA,0,NA
"306","q21",43,3,NA,NA,NA,NA,0,NA
"307","q21",43,43,NA,NA,NA,NA,0,NA
"308","q21",43,8,"lb1","No",653.254621,6.48196697823716,1,510.107101
"309","q21",43,44,NA,NA,NA,NA,0,NA
"310","q21",43,3,NA,NA,NA,NA,0,NA
"311","q21",43,14,"lb1","No",993.142284,6.90087394078963,1,1656.103832
"312","q21",43,10,NA,NA,NA,NA,0,NA
"313","q21",43,10,NA,NA,NA,NA,0,NA
"314","q21",43,36,"lb1","No",228.70847,5.43244813576052,1,15.07302
"315","q21",43,26,"lb1","No",49.53555,3.90269059362367,1,63.630973
"316","q21",43,10,NA,NA,NA,NA,0,NA
"317","q21",43,14,NA,NA,NA,NA,0,NA
"318","q21",43,28,NA,NA,NA,NA,0,NA
"319","q21",43,36,NA,NA,NA,NA,0,NA
"320","q21",43,38,NA,NA,NA,NA,0,NA
"321","q21",43,38,NA,NA,NA,NA,0,NA
"322","q21",43,38,NA,NA,NA,NA,0,NA
"323","q21",43,45,NA,NA,NA,NA,0,NA
"324","q21",43,38,"lb1","No",71.1971108,4.26545223894291,1,111.6019
"325","q21",43,40,"lb1","No",113.08,4.72809553282539,1,48.57309
"326","q21",43,46,"lb1","No",23.15414,3.14217359823671,1,42.2732
"327","q21",43,41,"lb1","No",2.130033,0.756137472559066,1,2.813948
"328","q21",44,2,"lb1","No",228.27739,5.43056151227565,1,98.662487
"329","q21",44,1,"lb1","No",141.113854,4.94956703972278,1,67.880079
"330","q21",44,2,NA,NA,NA,NA,1,NA
"331","q21",44,8,NA,NA,NA,NA,1,NA
"332","q21",44,8,NA,NA,NA,NA,1,NA
"333","q21",44,3,"lb1","No",333.8269,5.81062259515871,1,126.441392
"334","q21",44,1,NA,NA,NA,NA,0,NA
"335","q21",44,1,NA,NA,NA,NA,1,NA
"336","q21",44,2,NA,NA,NA,NA,0,NA
"337","q21",44,8,NA,NA,NA,NA,1,NA
"338","q21",44,8,NA,NA,NA,NA,0,NA
"339","q21",44,8,NA,NA,NA,NA,1,NA
"340","q21",44,8,NA,NA,NA,NA,0,NA
"341","q21",44,8,NA,NA,NA,NA,1,NA
"342","q21",44,8,"lb1","No",510.107101,6.23462070563183,1,330.074677
"343","q21",44,8,NA,NA,NA,NA,0,NA
"344","q21",44,8,NA,NA,NA,NA,0,NA
"345","q21",44,8,NA,NA,NA,NA,0,NA
"346","q21",44,14,"lb1","No",1656.103832,7.4122230334627,1,933.411418
"347","q21",44,14,NA,NA,NA,NA,0,NA
"348","q21",44,8,NA,NA,NA,NA,0,NA
"349","q21",44,14,NA,NA,NA,NA,0,NA
"350","q21",44,8,NA,NA,NA,NA,0,NA
"351","q21",44,26,"lb1","No",63.630973,4.15310034865694,1,83.931009
"352","q21",44,14,NA,NA,NA,NA,0,NA
"353","q21",44,26,NA,NA,NA,NA,0,NA
"354","q21",44,36,"lb1","No",15.07302,2.71290639070338,1,16.287621
"355","q21",44,38,"lb1","No",111.6019,4.71493807489189,1,103.935066
"356","q21",44,40,"lb1","No",48.57309,3.88306967385224,1,24.08868
"357","q21",44,46,"lb1","No",42.2732,3.74415331552216,1,28.71879
"358","q21",44,41,NA,NA,NA,NA,0,NA
"359","q21",45,2,"lb1","No",98.662487,4.59170480327219,1,14.640068
"360","q21",45,2,NA,NA,NA,NA,0,NA
"361","q21",45,1,"lb1","No",67.880079,4.21774260418385,1,46.513799
"362","q21",45,1,NA,NA,NA,NA,1,NA
"363","q21",45,2,NA,NA,NA,NA,0,NA
"364","q21",45,8,NA,NA,NA,NA,1,NA
"365","q21",45,1,NA,NA,NA,NA,1,NA
"366","q21",45,1,NA,NA,NA,NA,0,NA
"367","q21",45,3,"lb1","No",126.441392,4.83977889646113,0,46.258013
"368","q21",45,2,NA,NA,NA,NA,1,NA
"369","q21",45,3,NA,NA,NA,NA,0,NA
"370","q21",45,1,NA,NA,NA,NA,0,NA
"371","q21",45,8,NA,NA,NA,NA,0,NA
"372","q21",45,1,NA,NA,NA,NA,0,NA
"373","q21",45,3,NA,NA,NA,NA,1,NA
"374","q21",45,8,NA,NA,NA,NA,0,NA
"375","q21",45,3,NA,NA,NA,NA,0,NA
"376","q21",45,3,NA,NA,NA,NA,1,NA
"377","q21",45,8,NA,NA,NA,NA,0,NA
"378","q21",45,3,NA,NA,NA,NA,0,NA
"379","q21",45,8,NA,NA,NA,NA,0,NA
"380","q21",45,3,NA,NA,NA,NA,0,NA
"381","q21",45,8,NA,NA,NA,NA,1,NA
"382","q21",45,8,"lb1","No",330.074677,5.79931892279931,0,258.61966
"383","q21",45,8,NA,NA,NA,NA,0,NA
"384","q21",45,8,NA,NA,NA,NA,0,NA
"385","q21",45,3,NA,NA,NA,NA,1,NA
"386","q21",45,8,NA,NA,NA,NA,1,NA
"387","q21",45,8,NA,NA,NA,NA,0,NA
"388","q21",45,8,NA,NA,NA,NA,0,NA
"389","q21",45,3,NA,NA,NA,NA,0,NA
"390","q21",45,3,NA,NA,NA,NA,0,NA
"391","q21",45,8,NA,NA,NA,NA,0,NA
"392","q21",45,8,NA,NA,NA,NA,0,NA
"393","q21",45,3,NA,NA,NA,NA,0,NA
"394","q21",45,14,NA,NA,NA,NA,0,NA
"395","q21",45,3,NA,NA,NA,NA,0,NA
"396","q21",45,8,NA,NA,NA,NA,0,NA
"397","q21",45,14,NA,NA,NA,NA,0,NA
"398","q21",45,3,NA,NA,NA,NA,0,NA
"399","q21",45,8,NA,NA,NA,NA,0,NA
"400","q21",45,8,NA,NA,NA,NA,0,NA
"401","q21",45,14,NA,NA,NA,NA,0,NA
"402","q21",45,14,NA,NA,NA,NA,1,NA
"403","q21",45,8,NA,NA,NA,NA,0,NA
"404","q21",45,8,NA,NA,NA,NA,0,NA
"405","q21",45,14,NA,NA,NA,NA,1,NA
"406","q21",45,14,NA,NA,NA,NA,0,NA
"407","q21",45,14,NA,NA,NA,NA,1,NA
"408","q21",45,14,NA,NA,NA,NA,0,NA
"409","q21",45,14,NA,NA,NA,NA,0,NA
"410","q21",45,8,NA,NA,NA,NA,0,NA
"411","q21",45,26,"lb1","No",83.931009,4.4299951399455,1,141.182069
"412","q21",45,14,NA,NA,NA,NA,0,NA
"413","q21",45,14,NA,NA,NA,NA,0,NA
"414","q21",45,14,NA,NA,NA,NA,0,NA
"415","q21",45,14,NA,NA,NA,NA,0,NA
"416","q21",45,14,NA,NA,NA,NA,0,NA
"417","q21",45,14,NA,NA,NA,NA,1,NA
"418","q21",45,14,NA,NA,NA,NA,0,NA
"419","q21",45,26,NA,NA,NA,NA,0,NA
"420","q21",45,14,NA,NA,NA,NA,0,NA
"421","q21",45,14,NA,NA,NA,NA,1,NA
"422","q21",45,14,NA,NA,NA,NA,1,NA
"423","q21",45,14,NA,NA,NA,NA,0,NA
"424","q21",45,14,NA,NA,NA,NA,0,NA
"425","q21",45,14,NA,NA,NA,NA,0,NA
"426","q21",45,26,NA,NA,NA,NA,1,NA
"427","q21",45,14,NA,NA,NA,NA,1,NA
"428","q21",45,14,NA,NA,NA,NA,0,NA
"429","q21",45,26,NA,NA,NA,NA,1,NA
"430","q21",45,14,NA,NA,NA,NA,0,NA
"431","q21",45,14,NA,NA,NA,NA,0,NA
"432","q21",45,14,NA,NA,NA,NA,1,NA
"433","q21",45,14,NA,NA,NA,NA,0,NA
"434","q21",45,26,NA,NA,NA,NA,0,NA
"435","q21",45,14,NA,NA,NA,NA,1,NA
"436","q21",45,14,NA,NA,NA,NA,0,NA
"437","q21",45,14,NA,NA,NA,NA,0,NA
"438","q21",45,14,NA,NA,NA,NA,0,NA
"439","q21",45,14,NA,NA,NA,NA,0,NA
"440","q21",45,14,NA,NA,NA,NA,1,NA
"441","q21",45,14,NA,NA,NA,NA,0,NA
"442","q21",45,14,NA,NA,NA,NA,0,NA
"443","q21",45,14,NA,NA,NA,NA,0,NA
"444","q21",45,36,NA,NA,NA,NA,0,NA
"445","q21",45,14,NA,NA,NA,NA,1,NA
"446","q21",45,14,NA,NA,NA,NA,0,NA
"447","q21",45,14,NA,NA,NA,NA,1,NA
"448","q21",45,36,NA,NA,NA,NA,0,NA
"449","q21",45,14,NA,NA,NA,NA,1,NA
"450","q21",45,14,NA,NA,NA,NA,0,NA
"451","q21",45,38,NA,NA,NA,NA,0,NA
"452","q21",45,14,NA,NA,NA,NA,0,NA
"453","q21",45,14,NA,NA,NA,NA,0,NA
"454","q21",45,38,NA,NA,NA,NA,1,NA
"455","q21",45,38,NA,NA,NA,NA,0,NA
"456","q21",45,38,NA,NA,NA,NA,0,NA
"457","q21",45,38,NA,NA,NA,NA,0,NA
"458","q21",45,14,"lb1","No",933.411418,6.83884606613856,0,1099.044787
"459","q21",45,38,NA,NA,NA,NA,0,NA
"460","q21",45,40,"lb1","No",24.08868,3.18174202060496,1,35.86997
"461","q21",45,38,NA,NA,NA,NA,1,NA
